sentence,translation,pronunciation,tts_pronunciation,tags,cloze,key_meaning
浴衣を着よう。,Let's wear yukata.,浴衣【ゆかた】を着よう【きよう】。,ゆかたを、きよう。,seasonal-events,浴衣,yukata
スイカ割りをしよう。,Let's play watermelon splitting.,スイカ割り【すいかわり】をしよう。,スイカすいかわりを、しよう。,seasonal-events,スイカ割り,watermelon splitting
虫取りに行く?,Do you want to go bug catching?,虫取り【むしとり】に行く【いく】?,むしとりにいく?,seasonal-events,虫取り,bug catching
宿題を早く終わらせてね。,Finish your homework early.,宿題【しゅくだい】を早く【はやく】終わら【おわら】せてね。,しゅくだいを、はやくおわらせてね。,seasonal-events,終わらせる,finish
自由研究は何にする?,What will you do for your independent study?,自由【じゆう】研究【けんきゅう】は何【なに】にする?,じゆうけんきゅうはなににする?,seasonal-events,自由研究,independent study
読書感想文を書かなきゃ。,I have to write a book report.,読書【どくしょ】感想【かんそう】文【ぶん】を書か【かか】なきゃ。,どくしょかんそうぶんを、かかなきゃ。,seasonal-events,読書感想文,book report
敬老の日におじいちゃんに電話しよう。,Let's call grandpa on Respect for the Aged Day.,敬老【けいろう】の日【ひ】におじいちゃんに電話【でんわ】しよう。,けいろうのひにおじいちゃんにでんわしよう。,seasonal-events,敬老の日,Respect for Aged Day
ハロウィンの仮装をしよう。,Let's dress up for Halloween.,ハロウィンの仮装【かそう】をしよう。,ハロウィンのかそうを、しよう。,seasonal-events,仮装,costume
お菓子を用意しておこう。,Let's prepare candy.,お菓子【かし】を用意【ようい】しておこう。,おかしを、よういしておこう。,seasonal-events,お菓子,sweets
トリックオアトリート!,Trick or treat!,トリックオアトリート!,トリックオアトリート!,seasonal-events,トリックオアトリート,trick or treat
夕飯の準備をします。,I'll prepare dinner.,夕飯【ゆうはん】の準備【じゅんび】をします。,ゆうはんのじゅんびを、します。,cooking,準備,preparation
何が食べたい?,What do you want to eat?,何【なに】が食べ【たべ】たい?,なにが、たべたい?,cooking,何,what
今日は和食にしよう。,Let's have Japanese food today.,今日【きょう】は和食【わしょく】にしよう。,きょうはわしょくにしよう。,cooking,和食,japanese
味見してみて。,Try tasting it.,味見【あじみ】してみて。,あじみしてみて。,cooking,味見,tasting
塩を少し足して。,Add a little salt.,塩【しお】を少し【すこし】足し【たし】て。,しおを、すこしたして。,cooking,塩,salt
火を弱めてね。,Turn down the heat.,火【ひ】を弱め【よわめ】てね。,ひを、よわめてね。,cooking,火,heat
沸騰したら教えて。,Tell me when it boils.,沸騰【ふっとう】したら教え【おしえ】て。,ふっとうしたらおしえて。,cooking,沸騰,boil
焦げないように見てて。,Watch it so it doesn't burn.,焦げ【こげ】ないように見【み】てて。,こげないようにみてて。,cooking,焦げる,burn
出汁を取ります。,I'll make the stock.,出汁【だし】を取り【とり】ます。,だしを、とります。,cooking,出汁,stock/broth
ご飯を炊いてくれる?,Can you cook the rice?,ご飯【ごはん】を炊い【たい】てくれる?,ごはんを、たいてくれる?,cooking,ご飯,rice
冷蔵庫に何がある?,What's in the fridge?,冷蔵【れいぞう】庫【こ】に何【なに】がある?,れいぞうこになにが、ある?,cooking,冷蔵庫,refrigerator
作り置きを準備しよう。,Let's prepare make-ahead dishes.,作り置き【つくりおき】を準備【じゅんび】しよう。,つくりおきを、じゅんびしよう。,cooking,作り置き,meal prep
レシピを検索して。,Search for a recipe.,レシピを検索【けんさく】して。,レシピを、けんさくして。,cooking,レシピ,recipe
煮物を作ります。,I'll make simmered dishes.,煮物【にもの】を作り【つくり】ます。,にものを、つくります。,cooking,煮物,simmered
炒め物にしようか。,Shall we make a stir-fry?,炒め物【いためもの】にしようか。,いためものにしようか。,cooking,炒め物,stir-fry
揚げ物は面倒だな。,Deep frying is a hassle.,揚げ物【あげもの】は面倒【めんどう】だな。,あげものはめんどうだな。,cooking,揚げ物,deep-fried food
電子レンジで温めて。,Heat it in the microwave.,電子【でんし】レンジで温め【あたため】て。,でんしレンジであたためて。,cooking,電子レンジ,microwave
お弁当を作らなきゃ。,I need to make lunch boxes.,お弁当【べんとう】を作ら【つくら】なきゃ。,おべんとうを、つくらなきゃ。,cooking,お弁当,lunch box
朝ごはんできたよ。,Breakfast is ready.,朝ごはん【あさごはん】できたよ。,あさごはんできたよ。,cooking,朝ごはん,breakfast
食器を洗ってくれる?,Can you wash the dishes?,食器【しょっき】を洗っ【あらっ】てくれる?,しょっきを、あらってくれる?,cooking,食器,dishes
残り物で何か作ろう。,Let's make something with leftovers.,残り物【のこりもの】で何【なん】か作ろう【つくろう】。,のこりものでなんかつくろう。,cooking,残り物,leftovers
味が薄いかな?,Is the flavor too weak?,味【あじ】が薄い【うすい】かな?,あじが、うすいかな?,cooking,味,flavor
もう少し煮込んで。,Simmer it a bit more.,もう少し【すこし】煮込ん【にこん】で。,もうすこしにこんで。,cooking,煮込む,simmer
蒸し器を使います。,I'll use the steamer.,蒸し器【むしき】を使い【つかい】ます。,むしきを、つかいます。,cooking,蒸し器,steamer
人参を薄切りにして。,Slice the carrots thin.,人参【にんじん】を薄切り【うすぎり】にして。,にんじんを、うすぎりにして。,cooking,薄切り,thin slice
玉ねぎをみじん切りにして。,Dice the onion.,玉ねぎ【たまねぎ】をみじん切り【ぎり】にして。,たまねぎを、みじんぎりにして。,cooking,みじん切り,minced/diced
キャベツを千切りにして。,Shred the cabbage.,キャベツを千切り【ちぎり】にして。,キャベツを、ちぎりにして。,cooking,千切り,shredded
肉を一口大に切って。,Cut the meat into bite-size pieces.,肉【にく】を一口【ひとくち】大【だい】に切っ【きっ】て。,にくを、ひとくちだいにきって。,cooking,一口大,bite-size
野菜を乱切りにする。,Cut the vegetables into chunks.,野菜【やさい】を乱切り【らんぎり】にする。,やさいを、らんぎりにする。,cooking,乱切り,rough cut
お湯を沸かして。,Boil water.,お湯【ゆ】を沸かし【わかし】て。,おゆを、わかして。,cooking,お湯,hot water
パスタを茹でます。,I'll boil the pasta.,パスタを茹で【ゆで】ます。,パスタを、ゆでます。,cooking,パスタ,pasta
卵を溶いて。,Beat the eggs.,卵【たまご】を溶い【とい】て。,たまごを、といて。,cooking,卵,egg
