Sentence,Translation,Cloze,Pronunciation,Note,Register,KeyMeaning,PitchAccent,Audio
すごいね。,That's amazing.,すごいね,すごいね。,Child-Health,polite,that's,"<span class=""vocab"">すごいね</span>",
上手になったね。,You've gotten better.,上手,上手【じょうず】になったね。,Child-Health,polite,you've,"<ruby class=""vocab"">上手<rt><span class=""pitch-l"">じょ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">ず</span></rt></ruby>",
頑張ってるね。,You're working hard.,頑張,頑張【がんば】ってるね。,Child-Health,polite,tried hard,"<ruby class=""vocab"">頑張<rt>がんば</rt></ruby>",
諦めないで。,Don't give up.,諦める,諦【あきら】めないで。,Child-Health,polite,give up,"<ruby class=""vocab"">諦める<rt><span class=""pitch-l"">あ</span><span class=""pitch-h"">き</span><span class=""pitch-h"">ら</span><span class=""pitch-h"">め</span><span class=""pitch-l"">る</span></rt></ruby>",
もう少しだよ。,Just a little more.,もう少し,もう少【すこ】しだよ。,Child-Health,polite,a little more,"<ruby class=""vocab"">もう少し<rt>もうすこし</rt></ruby>",
自信を持って。,Have confidence.,自信,自信【じしん】を持【も】って。,Child-Health,polite,confidence,"<ruby class=""vocab"">自信<rt><span class=""pitch-l"">じ</span><span class=""pitch-h"">し</span><span class=""pitch-h"">ん</span></rt></ruby>",
失敗しても大丈夫。,It's okay to fail.,失敗,失敗【しっぱい】しても大丈夫【だいじょうぶ】。,Child-Health,polite,okay,"<ruby class=""vocab"">失敗<rt><span class=""pitch-l"">し</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">ぱ</span><span class=""pitch-h"">い</span></rt></ruby>",
次があるよ。,There's always next time.,次,次【つぎ】があるよ。,Child-Health,polite,next time,"<ruby class=""vocab"">次<rt>つぎ</rt></ruby>",
一緒にやろう。,Let's do it together.,一緒,一緒【いっしょ】にやろう。,Child-Health,polite,together,"<ruby class=""vocab"">一緒<rt><span class=""pitch-l"">い</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">しょ</span></rt></ruby>",
分からないことは聞いてね。,Ask if you don't understand.,分からない,分【わ】からないことは聞【き】いてね。,Child-Health,polite,not understand,"<ruby class=""vocab"">分からない<rt>わからない</rt></ruby>",
洗濯物を干してください。,Please hang the laundry.,洗濯物,洗濯【せんたく】物【ぶつ】を干【ほ】してください。,Laundry,polite,laundry,"<ruby class=""vocab"">洗濯物<rt>せんたくぶつ</rt></ruby>",
洗濯機を回します。,I'll start the washing machine.,洗濯機,洗濯【せんたく】機【き】を回【まわ】します。,Laundry,polite,washing machine,"<ruby class=""vocab"">洗濯機<rt>せんたくき</rt></ruby>",
乾燥機を使ってもいい?,Can I use the dryer?,乾燥機,乾燥【かんそう】機【き】を使【つか】ってもいい?,Laundry,polite,dryer,"<ruby class=""vocab"">乾燥機<rt>かんそうき</rt></ruby>",
この服は手洗いです。,This clothing is hand-wash only.,服,この服【ふく】は手洗【てあら】いです。,Laundry,polite,clothing,"<ruby class=""vocab"">服<rt><span class=""pitch-l"">ふ</span><span class=""pitch-h"">く</span></rt></ruby>",
洗濯物をたたんでくれる?,Can you fold the laundry?,たたむ,洗濯【せんたく】物【ぶつ】をたたんでくれる?,Laundry,polite,fold,"<span class=""vocab""><span class=""pitch-l"">た</span><span class=""pitch-h"">た</span><span class=""pitch-h"">む</span></span>",
アイロンをかけなきゃ。,I need to iron this.,アイロン,アイロンをかけなきゃ。,Laundry,polite,iron,"<ruby class=""vocab"">アイロン<rt><span class=""pitch-l"">あ</span><span class=""pitch-h"">い</span><span class=""pitch-h"">ろ</span><span class=""pitch-h"">ん</span></rt></ruby>",
シミが取れない。,The stain won't come out.,シミ,シミが取【と】れない。,Laundry,polite,stain,"<ruby class=""vocab"">シミ<rt><span class=""pitch-l"">し</span><span class=""pitch-h"">み</span></rt></ruby>",
漂白剤を使いましょう。,Let's use bleach.,漂白剤,漂白【ひょうはく】剤【ざい】を使【つか】いましょう。,Laundry,polite,bleach,"<ruby class=""vocab"">漂白剤<rt>ひょうはくざい</rt></ruby>",
柔軟剤を入れて。,Add fabric softener.,柔軟剤,柔軟【じゅうなん】剤【ざい】を入【い】れて。,Laundry,polite,fabric softener,"<ruby class=""vocab"">柔軟剤<rt>じゅうなんざい</rt></ruby>",
洗濯ネットに入れてね。,Put it in a laundry net.,洗濯ネット,洗濯【せんたく】ネットに入【い】れてね。,Laundry,polite,laundry net,"<ruby class=""vocab"">洗濯ネット<rt>せんたくネット</rt></ruby>",
雨だから部屋干しにする。,It's raining so I'll dry inside.,部屋干し,雨【あめ】だから部屋干【へやほ】しにする。,Laundry,polite,indoor drying,"<ruby class=""vocab"">部屋干し<rt><span class=""pitch-l"">へ</span><span class=""pitch-h"">や</span><span class=""pitch-h"">ほ</span><span class=""pitch-h"">し</span></rt></ruby>",
洗濯物が乾いた。,The laundry is dry.,乾く,洗濯【せんたく】物【ぶつ】が乾【かわ】いた。,Laundry,polite,dry,"<ruby class=""vocab"">乾く<rt><span class=""pitch-l"">か</span><span class=""pitch-h"">わ</span><span class=""pitch-l"">く</span></rt></ruby>",
色物と白い物を分けて。,Separate colors and whites.,分ける,色物【いろもの】と白【しろ】い物【もの】を分【わ】けて。,Laundry,polite,separate,"<ruby class=""vocab"">分ける<rt><span class=""pitch-l"">わ</span><span class=""pitch-h"">け</span><span class=""pitch-l"">る</span></rt></ruby>",
ハンガーが足りない。,We don't have enough hangers.,ハンガー,ハンガーが足【た】りない。,Laundry,polite,hanger,"<ruby class=""vocab"">ハンガー<rt><span class=""pitch-h"">は</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">が</span><span class=""pitch-l"">ー</span></rt></ruby>",
洗濯バサミを取って。,Pass me the clothespins.,洗濯バサミ,洗濯【せんたく】バサミを取【と】って。,Laundry,polite,clothespins,"<ruby class=""vocab"">洗濯バサミ<rt>せんたくバサミ</rt></ruby>",
布団を干したい。,I want to air out the futon.,布団,布団【ふとん】を干【ほ】したい。,Laundry,polite,futon,"<ruby class=""vocab"">布団<rt><span class=""pitch-l"">ふ</span><span class=""pitch-h"">と</span><span class=""pitch-h"">ん</span></rt></ruby>",
毛布を洗濯機で洗える?,Can I wash the blanket in the machine?,毛布,毛布【もうふ】を洗濯【せんたく】機【き】で洗【あら】える?,Laundry,polite,blanket,"<ruby class=""vocab"">毛布<rt><span class=""pitch-h"">も</span><span class=""pitch-l"">う</span><span class=""pitch-l"">ふ</span></rt></ruby>",
脱水が終わった。,The spin cycle is done.,脱水,脱水【だっすい】が終【お】わった。,Laundry,polite,spin cycle,"<ruby class=""vocab"">脱水<rt><span class=""pitch-l"">だ</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">す</span><span class=""pitch-h"">い</span></rt></ruby>",
今日は洗濯日和だね。,It's a perfect day for laundry.,洗濯日和,今日【きょう】は洗濯【せんたく】日和【びより】だね。,Laundry,polite,good laundry weather,"<ruby class=""vocab"">洗濯日和<rt>せんたくびより</rt></ruby>",
タオルがごわごわになった。,The towels have become stiff.,ごわごわ,タオルがごわごわになった。,Laundry,polite,stiff,"<span class=""vocab""><span class=""pitch-h"">ご</span><span class=""pitch-l"">わ</span><span class=""pitch-l"">ご</span><span class=""pitch-l"">わ</span></span>",
お正月の準備をしよう。,Let's prepare for New Year.,お正月,お正月【しょうがつ】の準備【じゅんび】をしよう。,Seasonal-Events,polite,New Year,"<ruby class=""vocab"">お正月<rt>しょうがつ</rt></ruby>",
おせち料理を作る。,I'll make New Year dishes.,おせち料理,おせち料理【りょうり】を作【つく】る。,Seasonal-Events,polite,New Year dishes,"<ruby class=""vocab"">おせち料理<rt>りょうり</rt></ruby>",
年賀状を書かなきゃ。,I need to write New Year cards.,年賀状,年賀【ねんが】状【じょう】を書【か】かなきゃ。,Seasonal-Events,polite,New Year cards,"<ruby class=""vocab"">年賀状<rt>ねんがじょう</rt></ruby>",
ひな人形を飾ろう。,Let's display the hina dolls.,ひな人形,ひな人形【にんぎょう】を飾【かざ】ろう。,Seasonal-Events,polite,hina dolls,"<ruby class=""vocab"">ひな人形<rt>にんぎょう</rt></ruby>",
こどもの日にはこいのぼりを出そう。,Let's put out the carp streamers for Children's Day.,こいのぼり,こどもの日【ひ】にはこいのぼりを出【だ】そう。,Seasonal-Events,polite,carp streamers,"<span class=""vocab""><span class=""pitch-l"">こ</span><span class=""pitch-h"">い</span><span class=""pitch-h"">の</span><span class=""pitch-l"">ぼ</span><span class=""pitch-l"">り</span></span>",
お盆に帰省する。,I'll go home for Obon.,お盆,お盆【ぼん】に帰省【きせい】する。,Seasonal-Events,polite,Obon,"<ruby class=""vocab"">お盆<rt>ぼん</rt></ruby>",
七五三の写真を撮ろう。,Let's take photos for Shichi-Go-San.,七五三,七五三【しちごさん】の写真【しゃしん】を撮【と】ろう。,Seasonal-Events,polite,Shichi-Go-San,"<ruby class=""vocab"">七五三<rt><span class=""pitch-l"">し</span><span class=""pitch-h"">ち</span><span class=""pitch-h"">ご</span><span class=""pitch-h"">さ</span><span class=""pitch-h"">ん</span></rt></ruby>",
クリスマスの飾りつけをしよう。,Let's put up Christmas decorations.,飾りつけ,クリスマスの飾【かざ】りつけをしよう。,Seasonal-Events,polite,decorations,"<ruby class=""vocab"">飾りつけ<rt><span class=""pitch-l"">か</span><span class=""pitch-h"">ざ</span><span class=""pitch-h"">り</span><span class=""pitch-h"">つ</span><span class=""pitch-h"">け</span></rt></ruby>",
クリスマスのプレゼントを買わなきゃ。,I need to buy Christmas presents.,プレゼント,クリスマスのプレゼントを買【か】わなきゃ。,Seasonal-Events,polite,present,"<ruby class=""vocab"">プレゼント<rt><span class=""pitch-l"">ぷ</span><span class=""pitch-h"">れ</span><span class=""pitch-l"">ぜ</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">と</span></rt></ruby>",
クリスマスツリーを飾ろう。,Let's decorate the Christmas tree.,クリスマスツリー,クリスマスツリーを飾【かざ】ろう。,Seasonal-Events,polite,Christmas,"<span class=""vocab"">クリスマスツリー</span>",
サンタさんが来るよ。,Santa is coming.,サンタ,サンタさんが来【く】るよ。,Seasonal-Events,polite,santa,"<ruby class=""vocab"">サンタ<rt><span class=""pitch-h"">さ</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">た</span></rt></ruby>",
クリスマスケーキを予約した。,I reserved a Christmas cake.,クリスマスケーキ,クリスマスケーキを予約【よやく】した。,Seasonal-Events,polite,cake,"<span class=""vocab"">クリスマスケーキ</span>",
チキンを焼こう。,Let's roast chicken.,チキン,チキンを焼【や】こう。,Seasonal-Events,polite,roast,"<ruby class=""vocab"">チキン<rt><span class=""pitch-h"">ち</span><span class=""pitch-l"">き</span><span class=""pitch-l"">ん</span></rt></ruby>",
除夜の鐘を聞きに行こう。,Let's go listen to the New Year bells.,除夜の鐘,除夜【じょや】の鐘【かね】を聞【き】きに行【い】こう。,Seasonal-Events,polite,New Year's bell,"<ruby class=""vocab"">除夜の鐘<rt>じょやのかね</rt></ruby>",
初詣に行く?,Are you going for the first shrine visit?,初詣,初詣【はつもうで】に行【い】く?,Seasonal-Events,polite,first shrine visit,"<ruby class=""vocab"">初詣<rt><span class=""pitch-l"">は</span><span class=""pitch-h"">つ</span><span class=""pitch-h"">も</span><span class=""pitch-l"">う</span><span class=""pitch-l"">で</span></rt></ruby>",
お年玉を準備しなきゃ。,I need to prepare New Year money.,お年玉,お年玉【としだま】を準備【じゅんび】しなきゃ。,Seasonal-Events,polite,New Year's money,"<ruby class=""vocab"">お年玉<rt>としだま</rt></ruby>",
年越しそばを食べよう。,Let's eat New Year's Eve soba.,お年玉,年越【としこ】しそばを食【た】べよう。,Seasonal-Events,polite,New Year's money,"<span class=""vocab"">お年玉</span>",
お雑煮を作ります。,I'll make ozoni.,お雑煮,お雑煮【ぞうに】を作【つく】ります。,Seasonal-Events,polite,ozoni,"<ruby class=""vocab"">お雑煮<rt>ぞうに</rt></ruby>",
凧揚げをしよう。,Let's fly kites.,凧揚げ,凧揚【たこあ】げをしよう。,Seasonal-Events,polite,kite flying,"<ruby class=""vocab"">凧揚げ<rt><span class=""pitch-l"">た</span><span class=""pitch-h"">こ</span><span class=""pitch-l"">あ</span><span class=""pitch-l"">げ</span></rt></ruby>",
